train_loss,valid_loss
0.272885,0.248477
0.267740,0.219963
0.232416,0.223579
0.226392,0.277154
0.202191,0.265812
0.165938,0.320768
0.149501,0.328189
0.135076,0.398825
0.114106,0.379849
0.117470,0.395844
0.106544,0.389443
0.107248,0.321627
0.107973,0.429384
0.100426,0.367696
0.104211,0.324069
0.095022,0.313119
0.099631,0.316002
0.096398,0.318228
0.095125,0.315852
0.094138,0.311248
