train_loss,valid_loss
0.025764,0.026785
0.024385,0.024623
0.022536,0.023223
0.019585,0.023032
0.019023,0.020733
0.017659,0.020346
0.017359,0.019871
0.016111,0.019355
0.018371,0.028492
0.016471,0.018534
0.018620,0.021277
0.016749,0.020119
0.014950,0.019988
0.015309,0.020482
0.015043,0.019427
0.014899,0.020733
0.014758,0.020034
0.014275,0.019953
0.014791,0.019695
0.014756,0.019781
