train_loss,valid_loss
0.370485,0.347853
0.335881,0.341156
0.335676,0.346860
0.334453,0.351211
0.332167,0.347682
0.329522,0.346155
0.326232,0.347675
0.322932,0.347379
0.320504,0.349155
