train_loss,valid_loss
0.345438,0.327724
0.330797,0.330387
0.336014,0.329544
0.336700,0.334188
0.337161,0.331678
0.335104,0.329464
0.329857,0.325641
0.324846,0.327919
0.321312,0.323272
0.319952,0.315894
