train_loss,valid_loss
0.382537,0.370953
0.348856,0.357097
0.353753,0.359514
0.352848,0.364764
0.349500,0.370700
0.345722,0.361524
0.341522,0.363381
0.337642,0.367086
0.334760,0.367209
0.333293,0.360907
